VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
go	3	Maby I go home at night .	go	0	0	prt	0	prt	0	775	#
lived	2	They lived together 20 yeas .	live	0	0	advmod	0	advmod	0	133	#
using	29	"They could deliver the service online through a Website that allows everybody to browse their inventory , add what they want to a shopping cart and check out using a secure server ."	use	0	0	dobj_N	0	dobj_N	0	479	#
put	3	"I also put away ? 7,000 per month into saving account with high interest , and leave about ? 3,000 in my checking account for emergency per month ."	put	0	0	dobj_N:prep=>pobj:prt	into-away	dobj_N:prep=>pobj:prt	into-away	569	#
want	4	I do n't want another job .	want	0	0	dobj_N	0	dobj_N	0	552	#
find	2	Please find enclose a budget outline including my income and expenses .	find	0	0	dobj_N:xcomp_VBARE	0	dobj_N:xcomp_VEN	0	631	#
living	11	I would like to buy the house I am currently living in .	live	0	0	prep=>pobj	in	prep=>pobj	in	2	#
had	4	"Perhaps , he had a bad day ."	have	0	0	dobj_N	0	dobj_N	0	553	#
'm	5	In my opinion I 'm in perfect shape what give me a excellent level of fitness .	be	0	0	prep=>pobj	in	prep=>pobj	in	280	#
offered	6	to start with i was offered a special dish .	offer	1	0	dobj_N:iobj	0	dobj_N:iobj	0	934	#
suffer	6	Why the women need to suffer too discrination yet if they are able for a job as the men as are ?	suffer	0	0	dobj_N	0	dobj_N	0	885	#
covered	7	"A wide inquiry area has been covered , in both of the markets , to collect the different impressions of different types ."	cover	1	0	dobj_N	0	dobj_N	0	418	#
communicate	11	Unfortunately I do n't know the English language well to communicate with local citizens easily .	communicate	0	0	prep=>pobj	with	prep=>pobj	with	149	#
be	7	"you 'll have the opportunity to be closer them and feeding them , what is wonderful ."	be	0	0	newframe	0	newframe	0	927	acomp;xcomp_VING
reduce	29	"I believe we should make the school a better learning environment and therefore I want to paint the walls with you , create another social meeting room and reduce homework ."	reduce	0	0	dobj_N	0	dobj_N	0	636	#
do	21	"You have improve your time management , I advise you to visit some time management trainings if you ca n't do it by yourself ."	do	0	0	dobj_N	0	dobj_N	0	861	#
is	5	I think soap operas is a discussing program .	be	0	0	xcomp_N	0	xcomp_N	0	832	#
take	5	What steps would you take to succeed in a victimization case ?	take	0	0	dobj_N	0	dobj_N	0	130	#
'm	13	"I had never asked about my dreams to anybody , but I 'm a dreamer guy ."	be	0	0	xcomp_N	0	xcomp_N	0	158	#
shopping	7	We eat chafing dish and go shopping .	shop	0	0	su	0	su	0	845	#
have	4	Where do you have to go to get help ?	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	671	#
's	2	That 's a good start and I 'm confident you can get it over .	be	0	0	xcomp_N	0	xcomp_N	0	433	#
am	19	"If I can just sum up the main points , we should pick the second one and I am quite confident it will be the beginning of our further success ."	be	0	0	acomp	0	acomp	0	403	#
check	2	I check the water from the birds on Tuesday and Thursday .	check	0	0	dobj_N	0	dobj_N	0	419	#
talk	7	Counseling -- volunteers are needed to talk to the victims as their process this natural disaster .	talk	0	0	prep=>pobj	to	prep=>pobj	to	568	#
enclosed	9	"As you can see in my budget outline enclosed , I have an adequate income to pay off the loan ."	enclose	0	1	dobj_N	0	dobj_N	0	335	#
want	21	"They could deliver the service online through a Website that allows everybody to browse their inventory , add what they want to a shopping cart and check out using a secure server ."	want	0	0	dobj_N	0	dobj_N	0	479	#
is	4	My favorite day is sunday .	be	0	0	xcomp_N	0	xcomp_N	0	148	#
is	3	Another option is this luxurious property in the capital of Ithaca .	be	0	0	xcomp_N	0	xcomp_N	0	238	#
study	2	"I study math , physic and topograph ."	study	0	0	dobj_N	0	dobj_N	0	223	#
happens	2	It happens because many things specially our beaches and nature beauty .	happen	0	0	su	0	su	0	578	#
throwing	17	"Meg was surprised when suddently they started to break the windown with a hammer , and throwing paint on the store front ."	throw	0	0	dobj_N:prep=>pobj	on	dobj_N:prep=>pobj	on	618	#
call	12	"If you would like to work like to volunteer , please call to number 8000 ."	call	0	0	prep=>pobj	to	dobj_N	0	519	#
meet	9	"So we have some small problems when we meet , but we always come to an agreement on food to please everyone ."	meet	0	0	su	0	su	0	374	#
's	2	It 's an oil painting done in 1874 .	be	0	0	xcomp_N	0	xcomp_N	0	192	#
developed	3	They are developed to order under the individual project taking into account architectural features of a premise .	develop	1	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	713	#
take	2	"I take the trash out on tuesday at night , and clean the house and sweep the floor 2 times a week ."	take	0	0	dobj_N:prt	out	dobj_N:prt	out	408	#
talking	6	Some times when I was talking to my colleague I found their expression is very confused .	talk	0	0	prep=>pobj	to	prep=>pobj	to	853	#
talking	8	"I 'm decorating my living room , talking on the fone , and cooking for dinner ."	talk	0	0	su	0	su	0	68	#
are	3	"But we are able to make changes , since we are living under a good supervision ."	be	0	0	acomp	0	acomp	0	386	#
likes	11	"As for the preference , the majority of both groups likes magazines rather than blogs though the male have special interests in extensive websites contents ."	like	0	0	dobj_N	0	dobj_N	0	327	#
am	2	"i am not a socialist or a capitalist , i concern every tiny things happening everyday and evereynight around you ."	be	0	0	xcomp_N	0	xcomp_N	0	12	#
allows	11	"They could deliver the service online through a Website that allows everybody to browse their inventory , add what they want to a shopping cart and check out using a secure server ."	allow	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	479	#
wait	20	"If someone is looking for a good translator and market options are not satisfactory , it is better to wait one more week !"	wait	0	0	dobj_N	0	dobj_N	0	109	#
be	23	"And he finally told her what was hid deeply at the bottom of his heart , but he never asked her to be her girlfriend and she never gave him the answer ."	be	0	0	xcomp_N	0	xcomp_N	0	242	#
play	4	"I want to play with my daughter , teach her ."	play	0	0	prep=>pobj	with	prep=>pobj	with	932	#
follow	4	All employees should follow this dress code .	follow	0	0	dobj_N	0	dobj_N	0	514	#
Fill	1	Fill them with water to make them heavier .	fill	0	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	488	#
is	4	"Our second game is catching me up , someone runs an over all , and whom he catches first transmitted to the turn to overtake the others ."	be	0	0	xcomp_VING	0	xcomp_VING	0	585	#
be	7	I think they can make you be more professional .	be	0	0	acomp	0	acomp	0	309	#
compared	7	although the commutativity is less effective compared to the other group .	compare	0	1	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	to	338	#
's	4	I think it 's more challenges .	be	0	0	xcomp_N	0	xcomp_N	0	715	#
live	3	My wife live in Rio de Janeiro with me .	live	0	0	prep=>pobj	in	prep=>pobj	in	752	#
is	3	My name is Norbert Juergens and I am your candidate for the council president .	be	0	0	xcomp_N	0	xcomp_N	0	987	#
meet	5	In the afternoon I meet friends .	meet	0	0	dobj_N	0	dobj_N	0	663	#
browsed	2	"I browsed the link , I think you should buy the purple top , you look like very young ."	browse	0	0	dobj_N	0	dobj_N	0	336	#
are	8	"The monkeys love to play , they are fun and confused ."	be	0	0	acomp	0	acomp	0	398	#
make	12	"I work very long in the day , but I alwaays make a break for lunch at the forces for the rest of the day to refuel ."	make	0	0	dobj_N	0	dobj_N	0	811	#
hope	2	I hope I can count on you for support because with your help I know we can make a difference !	hope	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	777	#
saying	4	I would start saying I count on you to this new jorney .	say	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	204	#
has	2	"It has curved edges , bright colours , very comfortable pillows to have a good rest ."	have	0	0	dobj_N	0	dobj_N	0	118	#
have	3	"Our notebooks have a 1 year , our pens 2 weeks warranty ."	have	0	0	dobj_N	0	dobj_N	0	191	#
is	14	I urge you to send your application because I 'm convinced that it is by far the most exhilarating job you can get .	be	0	0	xcomp_N	0	xcomp_N	0	545	#
give	10	I will be very grateful to you if you give me such an opportunity .	give	0	0	dobj_N:iobj	0	dobj_N:iobj	0	415	#
want	2	"We want that you should well-dressed wear , like suit ´ s with cotton and tie ."	want	0	0	ccomp_VTENSED=>mark-that	0	dobj_N:xcomp_VBARE=>aux_TO	0	304	#
compared	25	"In the following review two websites www.nileretail.com -LRB- Abbr . No 1 -RRB- and www.the-shopping-space.com -LRB- Abbr . No 2 -RRB- , will be compared with ."	compare	1	0	dobj_N:prt	with	dobj_N	0	950	#
heard	20	"If you vote me in the presidents office I promise that , for once , your voice will be heard ."	hear	1	0	dobj_N	0	dobj_N	0	117	#
find	13	I 'm sure that you -LRB- because of your profile -RRB- will find absolutly amazing this experience .	find	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	643	#
be	10	I think your girlfriend wo n't like you to be a hardened criminal .	be	0	0	xcomp_N	0	xcomp_N	0	261	#
work	18	Have you taking time off for pregnancy or maternity leave ever been demoted when you return to work ?	work	0	0	su	0	su	0	417	#
look	16	"I browsed the link , I think you should buy the purple top , you look like very young ."	look	0	0	prep=>pcomp	like	acomp	0	336	#
estimated	5	"Furthermore , it is estimated that demographic size of group 1 will increase over 6 million while in group 2 it will decrease 5 million ."	estimate	1	0	ccomp_VTENSED=>mark-that:dobj_N	0	ccomp_VTENSED=>mark-that:dobj_N	0	463	#
be	6	"Moreover , your mum would be very upset if you give up your studies ."	be	0	0	acomp	0	acomp	0	802	#
enjoy	3	You 'd enjoy the short distance to office and convenience in going out for a drink or visiting theaters and museums .	enjoy	0	0	dobj_N	0	dobj_N	0	728	#
help	14	"Besides , if you live in a hustle-and-bustle style and also want to help , perhaps you can consider offering financial assistance and meanwhile provide some vacations for the jobless to go back on their track ."	help	0	0	su	0	su	0	457	#
are	5	Which of the following are fixed in the recruitment policy ?	be	0	0	acomp	0	acomp	0	498	#
get	8	Where do you have to go to get help ?	get	0	0	dobj_N	0	dobj_N	0	671	#
Hope	1	Hope Gavin 's movie be succesful and they will never break up .	hope	0	0	dobj_N:xcomp_VBARE;ccomp_VTENSED	0	ccomp_VTENSED	0	126	#
stabbed	10	It was then that she seized the knife and stabbed him .	stab	0	0	dobj_N	0	dobj_N	0	88	#
include	4	"The job duties include manager people , handle conflict and also work hard all day to be better than other companies on our field ."	include	0	0	newframe	0	xcomp_VING	0	975	newframe: dobj_N;xcomp_VBARE
Checking	1	Checking informations referent demographic groups is possible to notice that the men grupo there are a large allowance of age then the women one .	check	0	0	dobj_N	0	dobj_N	0	104	#
be	6	Do you consider yourself to be prejudiced ?	be	0	0	acomp	0	acomp	0	868	#
shaked	3	I was shaked by a huge push and fell down .	shake	1	0	dobj_N	0	dobj_N	0	348	#
be	11	But I think that love for children and knowledge would be quite enough to succeed in your work .	be	0	0	acomp	0	acomp	0	58	#
receive	4	I did n't receive this money in half month .	receive	0	0	dobj_N	0	dobj_N	0	135	#
had	14	"children vanished , in the wrong wellingtons , on foggy afternoons , andothers had to hobble home in those that were left ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	27	#
take	39	"Looking at the article again , I have to say that the devil is not so black as it is painted - if the author succeeds in making at least one person happy , I 'm ready to take my words back ."	take	0	0	dobj_N:prt	back	dobj_N:prt	back	53	#
m	3	I ´ m a PR consultant -LRB- public relations -RRB- .	be	0	0	xcomp_N	0	xcomp_N	0	138	#
organized	5	I 've also I organized a petition in order to modify our school dress code allowing all students to use headwear .	organize	0	0	dobj_N	0	dobj_N	0	543	#
think	2	I think in 5 years through my work hard I will make more money .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	186	#
go	4	In winter we go to the cinema and go to the shopping .	go	0	0	prep=>pobj	to	prep=>pobj	to	936	#
enjoy	10	I regret that we will not be able to enjoy your company and hope your party is a success .	enjoy	0	0	dobj_N	0	dobj_N	0	208	#
been	5	We very often have been in wood and spend our time there .	be	0	0	prep=>pobj	in	prep=>pobj	in	494	#
have	3	"I also have this problem - I am afraid of confined spaces , especially if they are crowded with people ."	have	0	0	dobj_N	0	dobj_N	0	162	#
consider	5	"I urge you to consider it , because is by far the job that better suits you ."	consider	0	0	dobj_N	0	dobj_N	0	675	#
was	4	And the captain was unfriendly and unprofessional .	be	0	0	acomp	0	acomp	0	231	#
help	5	An experienced doctor will help you to overcome this phobia or at least symptoms may be lessened .	help	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	778	#
works	4	He lives and works in Santa Catarina .	work	0	0	prep=>pobj	in	prep=>pobj	in	682	#
doing	2	"After doing this kind of activity , it 's easier to find a better job ."	do	0	0	dobj_N	0	dobj_N	0	701	#
increase	7	"However , we should consider to increase our web-related content to this group ."	increase	0	0	dobj_N:prep=>pobj	to	dobj_N:prep=>pobj	in	705	#
eat	5	"In the morning we eat coffee , milk , bread , chocolate , juice and other ."	eat	0	0	dobj_N	0	dobj_N	0	421	semantically incorrect arguments
know	4	I do n't know yet what course I will choose .	know	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	640	#
come	5	I hope you can come !	come	0	0	su	0	su	0	252	#
is	9	"To conclude , the trend of national sales is more steady than the international one ."	be	0	0	acomp	0	acomp	0	226	#
like	11	I like cooking with my friend but i do n't like playing chess .	like	0	0	xcomp_VING	0	xcomp_VING	0	95	#
mop	3	I usually mop the floor on wednesdays and I walk dogs every morning .	mop	0	0	dobj_N	0	dobj_N	0	401	#
work	3	Can people work as a salesman if they are overweight ?	work	0	0	prep=>pobj	as	prep=>pobj	as	765	#
working	3	I started working for a hospital in July 2006 .	work	0	0	prep=>pobj	for	prep=>pobj	for	797	#
is	6	Nowadays the most popular drink is Absinth .	be	0	0	xcomp_N	0	xcomp_N	0	879	#
vote	20	"Before you vote , I 'd like to give you some information about myself that will convince you to vote for me ."	vote	0	0	prep=>pobj	0	prep=>pobj	0	644	#
met	4	I have already met my lawyer and I 'm within my rights to object to being refused the overtime pay .	meet	0	0	dobj_N	0	dobj_N:prep=>pobj	0	606	#
throwing	10	They were breaking the windows with a hammer and throwing paint on the store front .	throw	0	0	dobj_N:prep=>pobj	on	dobj_N:prep=>pobj	on	626	#
growing	12	"On the other hand , the men 's market is still growing , with only three competitors appearing in the next three to five years ."	grow	0	0	su	0	su	0	333	#
want	8	I want to inform you that we want to continue our work .	want	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	887	#
is	7	"Does not matter if this companionshipe is a husband , a boyfriend or simply a friend ."	be	0	0	xcomp_N	0	xcomp_N	0	185	#
was	12	The singer put in music his past longing when your city was a farm .	be	0	0	xcomp_N	0	xcomp_N	0	791	#
live	2	I live in Moscow with my family .	live	0	0	prep=>pobj	in	prep=>pobj	in	893	#
get	10	He showed himself as a skillful researcher able to get information in very uneasy conditions .	get	0	0	dobj_N	0	dobj_N	0	702	#
play	3	"Furthermore I play all other kind of music -- Irish folk , waltz and even rock you can play on accordion ."	play	0	0	dobj_N	0	dobj_N	0	557	#
be	5	I think I 'll be better in a few days .	be	0	0	acomp	0	acomp	0	970	#
miss	10	"I hope you can understand that I could n't miss this opportunity to have a family gathering only once a year , as our family members all live in different places ."	miss	0	0	dobj_N	0	dobj_N	0	119	#
worry	10	"the weather today is wet , but do n't worry I going to visit museum and after I eat in a big restaurant ."	worry	0	0	su	0	su	0	307	#
know	2	I know you 're an adventurous and daring person .	know	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	834	#
tell	3	Let me tell you why you should apply this position .	tell	0	0	ccomp_WHCOMP:iobj	0	ccomp_WHCOMP:iobj	0	555	#
create	23	"I believe we should make the school a better learning environment and therefore I want to paint the walls with you , create another social meeting room and reduce homework ."	create	0	0	dobj_N	0	dobj_N	0	636	#
sew	6	"Also I will knit , sew and ski ."	sew	0	0	su	0	su	0	594	#
take	5	If you have chance take documents and drinking water .	take	0	0	dobj_N	0	dobj_N	0	367	#
have	11	"You who are tired of taking pharmaceutical remedies , we have the ideal solution for you ."	have	0	0	dobj_N	0	dobj_N	0	139	#
did	7	Let me tell you what I did ...	do	0	0	dobj_N	0	dobj_N	0	745	#
has	2	"He has short brown hair , and brown eyes ."	have	0	0	dobj_N	0	dobj_N	0	968	#
describing	8	"It 's a social critical song , describing the negative effects of rebuilding ."	describe	0	0	dobj_N	0	dobj_N	0	499	#
deal	4	How can we deal with the harassment issue ?	deal	0	0	prep=>pobj	with	prep=>pobj	with	935	#
